Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
110	923.0487	1.692441	925.79407	921.0349	1000.0	97.3643	9.224495	101.86514	45.3589	555000	-3.0361116e-09	0.28683954	-0.009726206	-0.20808917	0.0035780668	0.0031400335	0.0328	79.0	480.6257221698761
111	923.5809	2.6228497	926.5424	919.84393	1000.0	97.39765	9.129202	101.368004	45.27893	560000	3.4421683e-09	0.22658087	-0.011046939	-0.12152956	-0.035859104	0.0085039325	0.0666	79.0	484.9862895011902
112	917.10583	2.1971862	920.7034	914.129	1000.0	96.78632	9.585365	100.28918	43.09466	565000	5.9902666e-10	0.38993642	-0.01366574	-0.28965136	-0.062443253	0.00655381	0.0596	79.0	489.27365040779114
113	921.18134	2.2619731	923.27997	916.83246	1000.0	97.20196	9.51951	100.598015	44.33608	570000	1.4455616e-08	0.15175019	-0.011621069	-0.076047815	-0.07908428	0.0020573612	0.0366	79.0	493.5730936527252
114	919.19336	2.956059	924.05566	915.54614	1000.0	96.950455	9.287644	100.3501	35.16371	575000	1.6719476e-08	0.38376555	-0.011274028	-0.17202014	-0.108406305	0.007788762	0.0518	79.0	497.9535253047943
115	914.6465	9.875569	921.6451	895.63385	1000.0	96.42878	10.223602	100.14412	47.11132	580000	-7.88495e-09	4.1144614	-0.008456371	-3.5654762	-0.12696266	0.015232834	0.1904	19.0	502.08332443237305
116	916.2167	2.0715823	919.7783	913.91034	1000.0	96.64642	9.467827	100.23242	42.36924	585000	1.7535687e-08	0.22224872	-0.008692604	-0.101378895	-0.13011312	0.01753673	0.2226	8.0	506.24072003364563
117	912.9027	6.5388985	921.4322	903.24	1000.0	96.65695	9.698321	100.53222	39.7749	590000	-6.586313e-10	0.4793523	-0.0012612006	-0.27258825	-0.13153672	0.01977787	0.229	3.0	510.29527616500854
118	917.84143	3.6395547	925.1053	915.78064	1000.0	96.79905	9.718727	100.278244	44.45457	595000	-1.7258525e-08	0.3340341	-0.013242164	-0.22856021	-0.13203752	0.0015976363	0.032	79.0	514.5941932201385
119	879.13904	75.23766	925.3957	729.088	1000.0	93.528275	15.428186	100.41432	28.799389	600000	1.47171315e-08	6.371186	-0.015014855	-5.1686573	-0.15044008	0.005285151	0.0348	79.0	518.9086728096008
